CustomerID,Churn,SatisfactionScore,Complain,DaySinceLastOrder,WarehouseToHome
50838,0,4,1,10.0,11.0
50839,0,5,0,7.0,8.0
50840,0,5,0,6.0,21.0
50841,0,2,0,2.0,25.0
50842,1,5,1,9.0,13.0
50843,0,4,0,3.0,
50844,0,5,0,13.0,13.0
50845,0,2,0,8.0,10.0
50846,0,2,0,0.0,
50847,0,4,0,,17.0
50848,0,2,0,0.0,6.0
50849,0,2,0,0.0,6.0
50850,0,2,0,0.0,8.0
50851,1,3,1,8.0,19.0
50852,0,4,1,9.0,29.0
50853,0,3,0,0.0,32.0
50854,0,3,0,8.0,8.0
50855,0,3,0,7.0,35.0
50856,1,2,0,0.0,8.0
50857,1,3,1,2.0,24.0
50858,0,3,0,3.0,
50859,0,2,0,11.0,8.0
50860,0,5,0,4.0,32.0
50861,1,3,1,7.0,28.0
50862,0,2,1,4.0,27.0
50863,0,4,0,2.0,8.0
50864,0,2,1,3.0,28.0
50865,0,3,1,3.0,10.0
50866,0,2,0,2.0,11.0
50867,0,4,1,2.0,8.0
50868,0,3,0,5.0,31.0
50869,0,3,0,2.0,24.0
50870,0,3,1,2.0,34.0
50871,0,3,1,8.0,12.0
50872,0,2,1,4.0,16.0
50873,1,3,1,7.0,
50874,0,2,0,1.0,8.0
50875,0,5,0,9.0,16.0
50876,0,5,0,4.0,14.0
50877,0,3,0,2.0,17.0
50878,0,2,0,2.0,24.0
50879,0,2,0,2.0,6.0
50880,0,5,0,7.0,13.0
50881,0,5,0,9.0,23.0
50882,1,5,0,3.0,34.0
50883,1,2,1,7.0,20.0
50884,0,2,0,7.0,6.0
50885,0,5,1,5.0,6.0
50886,0,2,0,0.0,6.0
50887,0,4,1,1.0,9.0
50888,1,3,0,0.0,6.0
50889,0,5,0,2.0,13.0
50890,0,4,0,0.0,14.0
50891,0,5,0,3.0,6.0
50892,1,4,0,0.0,14.0
50893,0,5,0,4.0,17.0
50894,0,2,0,8.0,10.0
50895,0,5,0,2.0,22.0
50896,0,2,0,2.0,6.0
50897,1,5,0,2.0,15.0
50898,0,3,0,3.0,11.0
50899,0,5,0,0.0,6.0
50900,0,3,0,6.0,8.0
50901,0,3,1,3.0,10.0
50902,0,2,0,3.0,13.0
50903,0,4,0,2.0,6.0
50904,0,3,1,3.0,11.0
50905,0,3,0,7.0,15.0
50906,0,2,0,9.0,14.0
50907,1,1,0,3.0,15.0
50908,1,5,1,0.0,8.0
50909,1,4,0,7.0,6.0
50910,0,5,1,7.0,26.0
50911,0,4,0,2.0,14.0
50912,1,1,1,2.0,8.0
50913,0,1,1,2.0,35.0
50914,0,5,0,2.0,13.0
50915,1,3,0,2.0,15.0
50916,0,4,0,8.0,14.0
50917,0,5,0,3.0,11.0
50918,0,3,0,3.0,11.0
50919,0,4,0,8.0,8.0
50920,0,3,0,2.0,11.0
50921,0,3,0,2.0,
50922,0,4,0,3.0,26.0
50923,0,5,0,3.0,13.0
50924,0,5,0,12.0,9.0
50925,0,3,0,2.0,22.0
50926,0,1,0,8.0,15.0
50927,0,3,0,0.0,6.0
50928,0,3,0,0.0,13.0
50929,0,3,0,8.0,6.0
50930,0,4,0,7.0,13.0
50931,0,5,0,9.0,21.0
50932,1,3,0,2.0,6.0
50933,1,4,0,0.0,19.0
50934,1,4,1,10.0,30.0
50935,0,3,0,0.0,
50936,1,5,1,0.0,15.0
50937,0,4,0,0.0,19.0
50938,0,3,1,2.0,8.0
50939,0,3,0,4.0,25.0
50940,0,3,0,3.0,6.0
50941,0,3,1,2.0,10.0
50942,0,4,0,2.0,10.0
50943,0,3,1,2.0,20.0
50944,1,5,0,0.0,
50945,0,3,0,0.0,6.0
50946,0,5,0,3.0,13.0
50947,0,5,0,2.0,9.0
50948,0,4,0,2.0,8.0
50949,0,4,0,7.0,35.0
50950,0,3,1,0.0,14.0
50951,0,1,0,,16.0
50952,0,1,0,12.0,17.0
50953,1,5,0,7.0,
50954,0,5,0,17.0,34.0
50955,0,4,0,2.0,12.0
50956,0,4,0,1.0,9.0
50957,0,4,0,3.0,22.0
50958,0,3,0,2.0,26.0
50959,1,5,0,0.0,15.0
50960,0,3,1,6.0,6.0
50961,1,3,0,7.0,9.0
50962,0,1,1,9.0,28.0
50963,0,3,1,7.0,13.0
50964,0,4,0,0.0,8.0
50965,0,1,0,7.0,19.0
50966,0,5,0,7.0,14.0
50967,0,4,0,2.0,31.0
50968,0,1,0,3.0,34.0
50969,0,1,1,9.0,8.0
50970,0,5,0,1.0,15.0
50971,0,3,1,7.0,34.0
50972,0,1,1,7.0,12.0
50973,0,5,0,0.0,27.0
50974,0,1,1,2.0,14.0
50975,0,4,0,7.0,6.0
50976,0,3,0,2.0,
50977,0,4,0,5.0,11.0
50978,0,1,1,2.0,
50979,0,3,0,7.0,22.0
50980,0,3,0,0.0,
50981,0,5,0,2.0,14.0
50982,1,5,0,7.0,6.0
50983,0,3,0,2.0,16.0
50984,0,5,0,2.0,
50985,0,4,0,3.0,35.0
50986,1,5,1,0.0,8.0
50987,1,1,0,9.0,8.0
50988,1,4,0,4.0,8.0
50989,0,5,0,2.0,6.0
50990,0,5,0,6.0,
50991,0,1,0,0.0,13.0
50992,0,1,0,13.0,32.0
50993,0,1,0,1.0,6.0
50994,0,1,0,0.0,9.0
50995,0,4,0,7.0,20.0
50996,0,4,0,2.0,22.0
50997,0,3,0,0.0,6.0
50998,0,5,1,5.0,9.0
50999,0,3,1,4.0,16.0
51000,0,3,0,6.0,12.0
51001,0,1,0,3.0,8.0
51002,0,3,1,0.0,5.0
51003,0,3,0,2.0,16.0
51004,0,5,1,2.0,12.0
51005,0,1,0,1.0,15.0
51006,0,3,0,8.0,34.0
51007,0,3,0,7.0,16.0
51008,0,5,0,2.0,20.0
51009,0,4,0,2.0,33.0
51010,0,1,0,1.0,13.0
51011,0,5,0,12.0,6.0
51012,1,4,1,0.0,
51013,0,3,1,3.0,32.0
51014,0,3,1,,26.0
51015,0,1,0,2.0,11.0
51016,0,1,1,10.0,13.0
51017,0,4,0,1.0,13.0
51018,0,5,1,4.0,11.0
51019,0,5,0,5.0,32.0
51020,0,5,0,3.0,8.0
51021,0,3,1,1.0,18.0
51022,0,1,0,2.0,16.0
51023,0,5,0,4.0,31.0
51024,0,5,0,7.0,16.0
51025,0,5,0,7.0,25.0
51026,0,5,0,10.0,24.0
51027,0,5,0,0.0,33.0
51028,0,1,0,2.0,11.0
51029,1,1,1,0.0,9.0
51030,0,3,0,0.0,32.0
51031,0,3,0,7.0,9.0
51032,0,3,0,12.0,21.0
51033,0,3,0,9.0,14.0
51034,0,3,0,2.0,25.0
51035,0,3,0,8.0,10.0
51036,0,1,0,9.0,8.0
51037,0,3,1,2.0,8.0
51038,1,5,0,0.0,16.0
51039,0,4,0,7.0,16.0
51040,0,1,1,3.0,22.0
51041,0,1,1,2.0,6.0
51042,0,1,0,2.0,10.0
51043,1,1,1,2.0,21.0
51044,0,1,1,3.0,8.0
51045,0,3,0,2.0,14.0
51046,0,1,0,2.0,
51047,1,5,1,3.0,13.0
51048,0,3,0,4.0,16.0
51049,0,5,0,2.0,11.0
51050,0,3,0,7.0,8.0
51051,0,4,0,0.0,18.0
51052,0,4,0,2.0,28.0
51053,0,5,0,11.0,23.0
51054,0,3,0,2.0,8.0
51055,0,4,0,9.0,9.0
51056,0,4,0,3.0,13.0
51057,0,3,1,12.0,12.0
51058,0,3,0,2.0,6.0
51059,0,5,0,4.0,9.0
51060,0,3,0,7.0,28.0
51061,0,3,0,11.0,21.0
51062,1,1,1,7.0,18.0
51063,0,1,0,9.0,6.0
51064,0,4,1,9.0,11.0
51065,0,1,0,4.0,8.0
51066,0,4,0,6.0,8.0
51067,0,1,0,2.0,11.0
51068,0,5,1,2.0,
51069,0,4,0,3.0,
51070,0,4,0,2.0,8.0
51071,0,3,0,0.0,6.0
51072,0,3,1,2.0,29.0
51073,0,5,0,2.0,15.0
51074,0,1,1,2.0,22.0
51075,0,3,0,2.0,32.0
51076,0,1,1,2.0,6.0
51077,1,3,1,2.0,14.0
51078,0,3,0,0.0,10.0
51079,0,1,0,2.0,30.0
51080,1,3,1,7.0,
51081,1,4,0,0.0,8.0
51082,0,1,0,7.0,
51083,0,4,0,2.0,28.0
51084,0,1,0,13.0,11.0
51085,0,1,0,0.0,6.0
51086,0,4,0,13.0,27.0
51087,0,1,0,3.0,6.0
51088,0,1,0,7.0,25.0
51089,1,1,1,2.0,13.0
51090,0,1,1,7.0,8.0
51091,0,1,1,4.0,8.0
51092,0,1,1,8.0,8.0
51093,0,3,0,4.0,15.0
51094,0,3,0,7.0,12.0
51095,0,3,0,2.0,15.0
51096,0,1,0,7.0,8.0
51097,0,3,0,4.0,6.0
51098,1,3,0,0.0,28.0
51099,1,3,0,,15.0
51100,0,3,0,2.0,23.0
51101,0,4,0,6.0,34.0
51102,0,3,0,3.0,16.0
51103,0,3,0,3.0,8.0
51104,0,4,0,2.0,10.0
51105,0,5,1,0.0,14.0
51106,0,5,0,2.0,35.0
51107,0,4,0,9.0,19.0
51108,0,3,0,7.0,33.0
51109,0,1,0,8.0,22.0
51110,0,4,0,0.0,8.0
51111,0,1,1,3.0,8.0
51112,1,5,1,2.0,19.0
51113,1,4,0,0.0,6.0
51114,0,4,0,2.0,10.0
51115,0,1,0,4.0,30.0
51116,0,1,1,8.0,6.0
51117,0,3,0,2.0,25.0
51118,0,4,0,8.0,13.0
51119,0,3,0,3.0,10.0
51120,0,5,0,7.0,8.0
51121,0,1,0,1.0,16.0
51122,1,1,0,2.0,14.0
51123,0,3,0,2.0,11.0
51124,0,1,0,4.0,14.0
51125,1,4,0,2.0,15.0
51126,0,3,1,2.0,6.0
51127,0,5,0,7.0,21.0
51128,0,1,1,2.0,8.0
51129,0,4,0,7.0,8.0
51130,0,1,0,4.0,17.0
51131,1,5,1,0.0,22.0
51132,0,4,0,5.0,
51133,1,3,0,0.0,22.0
51134,0,5,0,0.0,10.0
51135,0,3,0,7.0,22.0
51136,0,4,0,7.0,11.0
51137,0,1,1,0.0,24.0
51138,1,3,1,0.0,
51139,0,4,0,4.0,18.0
51140,0,5,0,0.0,8.0
51141,0,4,0,7.0,10.0
51142,0,5,0,4.0,15.0
51143,0,3,1,7.0,16.0
51144,0,3,1,,6.0
51145,0,1,0,8.0,8.0
51146,0,1,0,2.0,9.0
51147,1,4,0,0.0,13.0
51148,0,3,0,4.0,12.0
51149,1,5,1,0.0,
51150,0,1,0,7.0,35.0
51151,0,3,0,,9.0
51152,0,4,0,3.0,15.0
51153,0,1,1,2.0,8.0
51154,0,5,1,7.0,16.0
51155,1,4,1,3.0,
51156,0,4,0,7.0,14.0
51157,1,1,1,7.0,33.0
51158,0,5,0,6.0,14.0
51159,0,1,0,3.0,6.0
51160,0,3,0,2.0,16.0
51161,0,4,0,2.0,32.0
51162,0,5,0,2.0,8.0
51163,0,5,0,0.0,19.0
51164,0,1,0,7.0,8.0
51165,0,4,0,8.0,
51166,1,5,0,7.0,15.0
51167,1,5,0,8.0,16.0
51168,0,1,0,2.0,26.0
51169,0,3,0,2.0,
51170,0,4,0,2.0,11.0
51171,0,3,1,5.0,10.0
51172,0,3,0,2.0,16.0
51173,1,4,1,4.0,26.0
51174,1,4,0,7.0,27.0
51175,0,1,0,3.0,6.0
51176,0,3,0,8.0,14.0
51177,0,4,0,14.0,8.0
51178,0,3,0,3.0,29.0
51179,0,4,1,10.0,10.0
51180,0,5,0,7.0,18.0
51181,0,1,0,7.0,13.0
51182,0,5,0,2.0,13.0
51183,0,5,0,2.0,6.0
51184,0,1,1,3.0,8.0
51185,0,1,0,2.0,16.0
51186,0,3,1,2.0,21.0
51187,0,3,0,0.0,20.0
51188,1,5,0,0.0,24.0
51189,1,5,1,0.0,
51190,0,3,0,7.0,8.0
51191,0,4,1,0.0,8.0
51192,0,1,0,7.0,8.0
51193,0,1,1,2.0,
51194,0,1,0,10.0,26.0
51195,0,1,0,0.0,16.0
51196,0,3,0,3.0,16.0
51197,0,3,0,0.0,15.0
51198,0,1,0,7.0,8.0
51199,0,1,0,2.0,6.0
51200,0,3,0,6.0,35.0
51201,0,3,0,0.0,14.0
51202,1,4,1,2.0,8.0
51203,0,5,0,8.0,9.0
51204,0,3,0,8.0,29.0
51205,0,4,0,0.0,12.0
51206,0,3,0,14.0,12.0
51207,0,4,0,9.0,16.0
51208,1,1,1,0.0,
51209,1,4,0,7.0,16.0
51210,0,5,0,3.0,21.0
51211,0,1,0,2.0,25.0
51212,0,1,0,4.0,8.0
51213,0,4,0,0.0,9.0
51214,1,1,0,0.0,15.0
51215,1,4,1,0.0,
51216,0,3,1,7.0,16.0
51217,0,3,0,2.0,26.0
51218,0,1,1,0.0,10.0
51219,0,5,0,2.0,13.0
51220,0,5,1,4.0,13.0
51221,0,4,1,2.0,22.0
51222,0,1,0,8.0,31.0
51223,0,1,0,8.0,8.0
51224,0,5,0,16.0,6.0
51225,0,3,1,0.0,6.0
51226,0,3,0,7.0,8.0
51227,0,1,0,7.0,28.0
51228,0,5,0,2.0,6.0
51229,1,5,1,0.0,22.0
51230,1,1,0,0.0,
51231,0,4,0,3.0,23.0
51232,0,4,0,4.0,14.0
51233,0,5,0,7.0,12.0
51234,0,1,1,4.0,16.0
51235,0,1,1,1.0,9.0
51236,0,3,0,2.0,10.0
51237,0,1,0,7.0,
51238,0,3,0,3.0,6.0
51239,0,3,0,9.0,16.0
51240,0,1,1,7.0,6.0
51241,1,5,0,0.0,30.0
51242,0,3,0,2.0,27.0
51243,0,4,0,2.0,8.0
51244,0,1,1,11.0,28.0
51245,1,3,1,2.0,19.0
51246,0,4,0,7.0,20.0
51247,0,5,0,0.0,17.0
51248,0,5,0,9.0,15.0
51249,0,4,1,7.0,14.0
51250,0,1,1,0.0,27.0
51251,1,3,1,3.0,
51252,0,1,0,3.0,15.0
51253,0,1,0,3.0,8.0
51254,0,1,1,0.0,18.0
51255,1,4,0,0.0,28.0
51256,0,5,0,4.0,24.0
51257,0,3,0,4.0,22.0
51258,0,5,1,3.0,9.0
51259,0,4,0,2.0,15.0
51260,0,1,0,1.0,6.0
51261,0,3,0,1.0,19.0
51262,0,5,0,6.0,6.0
51263,0,5,0,2.0,6.0
51264,0,1,0,2.0,21.0
51265,0,5,0,7.0,6.0
51266,1,1,0,3.0,
51267,0,5,0,0.0,6.0
51268,0,1,1,9.0,13.0
51269,0,1,0,7.0,15.0
51270,0,1,0,0.0,11.0
51271,1,1,1,8.0,32.0
51272,1,5,1,2.0,30.0
51273,0,3,0,3.0,15.0
51274,0,3,0,8.0,13.0
51275,0,3,0,9.0,17.0
51276,0,4,1,2.0,6.0
51277,0,4,1,4.0,32.0
51278,0,1,1,0.0,8.0
51279,0,5,0,10.0,21.0
51280,0,3,0,7.0,29.0
51281,0,3,0,,16.0
51282,0,5,1,4.0,16.0
51283,0,3,0,2.0,6.0
51284,0,1,0,4.0,
51285,0,3,0,4.0,17.0
51286,0,4,0,10.0,8.0
51287,0,4,0,2.0,8.0
51288,0,4,0,7.0,6.0
51289,0,3,1,2.0,8.0
51290,0,3,0,11.0,31.0
51291,0,3,0,0.0,6.0
51292,0,4,0,8.0,6.0
51293,0,3,0,2.0,8.0
51294,0,3,0,7.0,12.0
51295,0,5,1,2.0,24.0
51296,0,1,0,0.0,6.0
51297,0,4,0,,6.0
51298,0,3,1,2.0,17.0
51299,0,3,0,2.0,6.0
51300,0,3,0,8.0,15.0
51301,0,1,1,1.0,21.0
51302,0,4,0,1.0,35.0
51303,0,1,0,0.0,
51304,0,4,0,2.0,6.0
51305,0,1,0,7.0,30.0
51306,0,3,0,11.0,16.0
51307,0,1,0,7.0,6.0
51308,0,1,1,8.0,16.0
51309,0,3,1,4.0,14.0
51310,0,1,0,0.0,126.0
51311,0,1,1,2.0,
51312,0,5,1,2.0,
51313,0,1,0,3.0,15.0
51314,1,5,0,0.0,15.0
51315,0,1,0,4.0,9.0
51316,0,4,0,2.0,10.0
51317,0,3,0,9.0,6.0
51318,1,1,1,2.0,6.0
51319,0,3,0,14.0,8.0
51320,1,3,0,8.0,
51321,0,4,0,10.0,34.0
51322,0,3,0,7.0,34.0
51323,0,1,0,11.0,21.0
51324,0,4,0,4.0,9.0
51325,0,5,0,2.0,
51326,0,1,1,7.0,32.0
51327,0,1,0,9.0,16.0
51328,1,3,0,1.0,6.0
51329,0,1,0,0.0,17.0
51330,0,3,0,1.0,26.0
51331,0,3,0,2.0,8.0
51332,0,3,1,2.0,24.0
51333,0,3,0,2.0,8.0
51334,0,1,0,1.0,6.0
51335,0,4,1,3.0,19.0
51336,0,5,0,4.0,34.0
51337,1,5,1,0.0,34.0
51338,0,1,0,,30.0
51339,0,5,0,7.0,11.0
51340,0,3,0,0.0,11.0
51341,0,1,0,3.0,
51342,0,5,0,7.0,12.0
51343,0,4,1,3.0,10.0
51344,0,4,0,8.0,8.0
51345,0,3,0,2.0,14.0
51346,1,1,1,5.0,6.0
51347,0,4,0,7.0,14.0
51348,1,3,1,0.0,8.0
51349,0,3,1,0.0,9.0
51350,0,4,0,2.0,8.0
51351,0,1,0,6.0,8.0
51352,0,5,1,0.0,9.0
51353,0,3,0,0.0,30.0
51354,0,3,0,8.0,29.0
51355,0,3,0,7.0,33.0
51356,0,4,0,3.0,
51357,0,3,1,8.0,21.0
51358,0,3,0,3.0,32.0
51359,0,1,0,2.0,25.0
51360,1,3,1,3.0,30.0
51361,0,5,0,8.0,27.0
51362,0,4,1,5.0,11.0
51363,0,1,1,0.0,22.0
51364,0,1,0,7.0,8.0
51365,0,1,1,2.0,8.0
51366,0,3,0,3.0,17.0
51367,1,5,0,3.0,15.0
51368,0,4,0,,13.0
51369,0,1,0,0.0,21.0
51370,1,5,0,3.0,12.0
51371,0,3,0,8.0,11.0
51372,1,5,1,7.0,22.0
51373,0,4,0,2.0,14.0
51374,0,1,0,17.0,13.0
51375,0,5,0,1.0,8.0
51376,0,1,0,0.0,
51377,0,1,1,3.0,16.0
51378,0,3,0,8.0,15.0
51379,1,1,0,0.0,11.0
51380,1,1,1,0.0,6.0
51381,0,3,0,4.0,
51382,1,3,1,2.0,9.0
51383,0,1,0,2.0,8.0
51384,0,5,1,0.0,11.0
51385,0,5,0,3.0,6.0
51386,0,1,0,0.0,10.0
51387,0,5,0,0.0,
51388,1,3,0,1.0,31.0
51389,0,3,0,7.0,14.0
51390,0,1,0,7.0,6.0
51391,1,3,0,8.0,18.0
51392,0,3,0,7.0,29.0
51393,0,4,0,0.0,25.0
51394,0,1,1,8.0,11.0
51395,0,1,0,1.0,14.0
51396,1,3,1,0.0,6.0
51397,1,3,1,2.0,11.0
51398,0,5,1,3.0,6.0
51399,0,5,1,3.0,17.0
51400,0,1,1,0.0,29.0
51401,0,1,1,12.0,29.0
51402,0,5,0,8.0,5.0
51403,0,5,1,2.0,29.0
51404,0,1,0,7.0,13.0
51405,0,3,0,7.0,6.0
51406,0,1,1,8.0,6.0
51407,0,1,0,9.0,
51408,0,3,1,8.0,13.0
51409,0,5,0,9.0,31.0
51410,0,3,0,8.0,14.0
51411,0,3,1,2.0,14.0
51412,0,4,0,3.0,17.0
51413,0,5,0,0.0,13.0
51414,0,5,0,2.0,6.0
51415,1,3,1,0.0,15.0
51416,0,3,0,3.0,6.0
51417,0,4,0,4.0,8.0
51418,0,4,0,0.0,
51419,0,4,0,9.0,6.0
51420,0,1,0,0.0,12.0
51421,0,1,0,8.0,14.0
51422,0,5,0,8.0,6.0
51423,0,5,1,0.0,12.0
51424,0,3,0,2.0,13.0
51425,0,4,1,2.0,11.0
51426,0,1,1,0.0,6.0
51427,0,3,0,4.0,6.0
51428,0,1,0,0.0,6.0
51429,0,1,1,9.0,12.0
51430,0,4,0,3.0,6.0
51431,0,1,0,2.0,13.0
51432,0,5,0,0.0,
51433,0,1,0,3.0,15.0
51434,0,1,0,8.0,8.0
51435,1,1,0,7.0,15.0
51436,0,4,0,11.0,6.0
51437,0,1,1,0.0,27.0
51438,0,4,1,7.0,10.0
51439,0,5,1,5.0,6.0
51440,0,3,0,7.0,12.0
51441,0,3,0,3.0,8.0
51442,0,3,0,2.0,9.0
51443,0,3,0,4.0,10.0
51444,0,3,0,8.0,16.0
51445,0,4,0,2.0,29.0
51446,1,5,1,2.0,12.0
51447,0,5,0,0.0,6.0
51448,1,1,1,0.0,12.0
51449,0,3,0,10.0,12.0
51450,0,1,0,0.0,8.0
51451,0,1,0,2.0,8.0
51452,0,4,1,7.0,6.0
51453,1,3,1,3.0,11.0
51454,0,1,0,1.0,13.0
51455,0,1,0,0.0,21.0
51456,0,5,0,8.0,6.0
51457,1,3,1,6.0,13.0
51458,0,1,1,4.0,32.0
51459,0,3,0,2.0,24.0
51460,0,4,0,0.0,12.0
51461,0,1,0,3.0,9.0
51462,0,5,0,,11.0
51463,0,1,0,8.0,17.0
51464,0,1,0,0.0,9.0
51465,0,1,1,12.0,32.0
51466,0,3,0,9.0,
51467,0,4,0,7.0,28.0
51468,1,4,1,3.0,20.0
51469,0,3,0,15.0,12.0
51470,1,3,1,7.0,12.0
51471,0,4,0,3.0,
51472,1,1,0,6.0,29.0
51473,1,3,1,0.0,28.0
51474,0,1,0,1.0,
51475,0,5,0,11.0,26.0
51476,0,3,0,2.0,34.0
51477,0,1,0,1.0,18.0
51478,1,3,1,2.0,26.0
51479,0,3,1,7.0,15.0
51480,0,3,0,7.0,31.0
51481,0,4,0,1.0,12.0
51482,1,1,0,3.0,14.0
51483,0,3,0,9.0,10.0
51484,0,3,0,2.0,34.0
51485,0,1,1,7.0,15.0
51486,1,5,0,4.0,15.0
51487,0,1,0,3.0,35.0
51488,0,3,1,2.0,9.0
51489,0,3,0,4.0,
51490,0,1,0,7.0,15.0
51491,0,5,0,30.0,11.0
51492,0,1,0,2.0,8.0
51493,0,5,0,7.0,16.0
51494,0,5,0,4.0,15.0
51495,0,4,0,0.0,9.0
51496,0,4,0,13.0,32.0
51497,0,4,0,6.0,6.0
51498,0,3,1,5.0,12.0
51499,0,4,0,15.0,
51500,0,1,0,7.0,14.0
51501,0,3,0,9.0,6.0
51502,0,3,0,0.0,13.0
51503,0,4,1,0.0,15.0
51504,0,1,0,11.0,10.0
51505,0,3,0,2.0,8.0
51506,0,1,0,2.0,
51507,0,4,0,2.0,15.0
51508,0,1,0,2.0,27.0
51509,0,1,1,4.0,30.0
51510,0,3,1,1.0,
51511,0,4,0,4.0,17.0
51512,0,3,0,8.0,
51513,0,1,0,4.0,11.0
51514,0,1,0,7.0,6.0
51515,0,3,0,4.0,12.0
51516,0,4,1,1.0,23.0
51517,1,5,0,0.0,
51518,0,4,0,2.0,9.0
51519,0,5,0,10.0,15.0
51520,0,5,1,3.0,10.0
51521,0,5,1,2.0,14.0
51522,0,1,0,2.0,
51523,1,1,0,0.0,8.0
51524,0,5,0,7.0,6.0
51525,0,1,0,1.0,15.0
51526,0,1,1,2.0,18.0
51527,0,4,0,2.0,33.0
51528,1,4,1,2.0,26.0
51529,0,3,0,2.0,6.0
51530,0,5,0,3.0,19.0
51531,0,4,0,6.0,20.0
51532,0,3,0,9.0,10.0
51533,0,4,0,15.0,20.0
51534,0,3,0,9.0,8.0
51535,0,4,0,0.0,9.0
51536,0,3,0,9.0,6.0
51537,0,4,0,3.0,15.0
51538,1,3,1,1.0,29.0
51539,0,1,0,2.0,13.0
51540,0,1,0,8.0,8.0
51541,0,5,1,7.0,27.0
51542,0,4,0,2.0,8.0
51543,0,3,0,2.0,27.0
51544,0,3,0,0.0,8.0
51545,0,1,0,7.0,35.0
51546,0,5,0,0.0,6.0
51547,0,1,1,7.0,24.0
51548,0,3,1,0.0,16.0
51549,0,1,1,7.0,25.0
51550,1,5,1,0.0,35.0
51551,1,1,0,9.0,33.0
51552,0,4,1,2.0,
51553,0,1,0,7.0,24.0
51554,0,1,0,2.0,15.0
51555,0,5,0,3.0,6.0
51556,1,1,0,8.0,10.0
51557,0,3,0,8.0,6.0
51558,0,3,0,7.0,26.0
51559,0,4,0,,14.0
51560,1,5,1,4.0,
51561,0,1,1,0.0,12.0
51562,1,5,0,1.0,32.0
51563,1,3,0,5.0,6.0
51564,0,1,0,8.0,12.0
51565,0,5,0,5.0,9.0
51566,0,4,0,7.0,11.0
51567,0,4,0,1.0,
51568,0,1,1,,17.0
51569,0,3,0,13.0,9.0
51570,0,3,0,4.0,6.0
51571,0,1,0,0.0,9.0
51572,0,1,0,8.0,10.0
51573,0,1,0,1.0,6.0
51574,0,3,0,8.0,6.0
51575,1,1,1,1.0,
51576,0,1,0,2.0,8.0
51577,0,1,0,15.0,10.0
51578,0,3,0,2.0,12.0
51579,0,1,0,6.0,6.0
51580,1,1,1,4.0,
51581,0,1,1,9.0,22.0
51582,1,5,0,7.0,8.0
51583,0,3,1,12.0,8.0
51584,0,4,0,2.0,10.0
51585,1,3,1,2.0,6.0
51586,0,3,0,2.0,6.0
51587,0,1,0,2.0,32.0
51588,0,5,0,0.0,25.0
51589,0,1,0,7.0,30.0
51590,0,1,0,7.0,6.0
51591,0,3,0,2.0,9.0
51592,0,1,0,2.0,11.0
51593,0,5,0,9.0,8.0
51594,0,5,0,2.0,6.0
51595,0,3,0,2.0,13.0
51596,1,3,0,0.0,16.0
51597,0,3,0,,8.0
51598,0,1,0,5.0,
51599,0,5,1,2.0,23.0
51600,0,1,0,2.0,26.0
51601,0,3,0,2.0,6.0
51602,0,5,1,8.0,
51603,0,3,0,9.0,8.0
51604,0,1,0,0.0,6.0
51605,1,4,0,4.0,35.0
51606,0,4,0,3.0,13.0
51607,0,1,0,5.0,8.0
51608,0,5,0,4.0,8.0
51609,0,4,1,7.0,8.0
51610,1,3,0,0.0,8.0
51611,0,4,0,0.0,8.0
51612,0,1,0,8.0,29.0
51613,0,5,0,5.0,11.0
51614,0,1,1,10.0,26.0
51615,0,1,0,11.0,12.0
51616,0,5,1,13.0,6.0
51617,1,4,1,,35.0
51618,0,1,0,4.0,15.0
51619,0,1,0,1.0,12.0
51620,0,3,0,0.0,9.0
51621,0,1,1,2.0,6.0
51622,0,4,0,,28.0
51623,0,5,1,7.0,13.0
51624,0,4,0,4.0,6.0
51625,0,4,0,6.0,10.0
51626,0,3,1,3.0,9.0
51627,0,3,0,6.0,6.0
51628,0,1,0,9.0,8.0
51629,0,1,1,8.0,26.0
51630,0,5,1,3.0,17.0
51631,0,1,0,7.0,6.0
51632,1,3,1,0.0,30.0
51633,0,1,0,2.0,29.0
51634,1,4,1,2.0,
51635,0,1,0,2.0,14.0
51636,0,5,1,2.0,16.0
51637,0,4,0,7.0,9.0
51638,0,4,0,2.0,11.0
51639,1,1,1,4.0,10.0
51640,0,1,1,2.0,
51641,0,4,0,8.0,32.0
51642,1,3,0,0.0,9.0
51643,0,4,0,9.0,22.0
51644,0,1,0,0.0,24.0
51645,0,4,0,2.0,8.0
51646,0,4,0,4.0,8.0
51647,0,3,0,0.0,16.0
51648,0,5,0,7.0,22.0
51649,0,1,0,7.0,13.0
51650,0,1,0,7.0,6.0
51651,0,4,0,8.0,30.0
51652,0,3,0,8.0,13.0
51653,0,4,0,,31.0
51654,0,3,1,2.0,6.0
51655,0,1,1,3.0,11.0
51656,0,5,0,0.0,8.0
51657,0,5,0,11.0,13.0
51658,0,1,1,2.0,8.0
51659,0,4,0,,11.0
51660,0,5,1,10.0,16.0
51661,0,1,0,7.0,
51662,0,3,1,7.0,6.0
51663,1,4,0,7.0,14.0
51664,0,4,1,2.0,
51665,0,4,1,9.0,14.0
51666,0,3,1,4.0,8.0
51667,0,1,0,7.0,13.0
51668,0,1,0,7.0,8.0
51669,1,1,1,2.0,8.0
51670,0,1,0,9.0,34.0
51671,0,3,0,9.0,13.0
51672,0,1,0,3.0,13.0
51673,1,3,1,0.0,9.0
