CustomerID,Gender,MaritalStatus,CityTier,PreferredLoginDevice,PreferredPaymentMode,NumberOfAddress
51337,Male,Married,3,Mobile Phone,E wallet,5
51338,Female,Married,3,Mobile Phone,E wallet,1
51339,Male,Single,1,Computer,Credit Card,1
51340,Female,Single,3,Phone,UPI,1
51341,Male,Married,1,Computer,CC,5
51342,Male,Married,1,Mobile Phone,Credit Card,5
51343,Male,Married,1,Mobile Phone,Debit Card,2
51344,Male,Married,3,Computer,Credit Card,3
51345,Male,Married,1,Phone,Credit Card,3
51346,Female,Single,3,Mobile Phone,Debit Card,9
51347,Male,Married,1,Computer,Debit Card,2
51348,Male,Single,1,Phone,UPI,7
51349,Female,Married,1,Computer,Debit Card,2
51350,Male,Married,1,Phone,CC,10
51351,Male,Single,1,Computer,Debit Card,1
51352,Female,Married,1,Phone,CC,5
51353,Male,Married,1,Phone,Debit Card,2
51354,Male,Single,1,Computer,Debit Card,1
51355,Male,Married,1,Mobile Phone,Credit Card,7
51356,Male,Married,1,Phone,CC,1
51357,Female,Single,1,Phone,Debit Card,1
51358,Male,Married,1,Phone,Debit Card,2
51359,Male,Married,1,Phone,CC,1
51360,Male,Single,1,Phone,Debit Card,6
51361,Female,Married,1,Mobile Phone,Debit Card,2
51362,Male,Married,1,Phone,Debit Card,1
51363,Male,Married,1,Computer,CC,2
51364,Female,Married,3,Mobile Phone,Debit Card,3
51365,Male,Single,1,Phone,Debit Card,6
51366,Female,Married,1,Computer,UPI,1
51367,Male,Single,3,Phone,Debit Card,8
51368,Female,Single,1,Mobile Phone,Debit Card,1
51369,Male,Single,1,Mobile Phone,Debit Card,2
51370,Male,Single,1,Phone,CC,3
51371,Female,Married,1,Mobile Phone,UPI,5
51372,Female,Single,1,Computer,Debit Card,2
51373,Male,Married,3,Mobile Phone,E wallet,1
51374,Female,Married,1,Mobile Phone,Credit Card,4
51375,Female,Single,3,Mobile Phone,E wallet,4
51376,Male,Single,1,Phone,CC,5
51377,Male,Married,1,Mobile Phone,UPI,3
51378,Male,Single,1,Phone,CC,2
51379,Male,Married,3,Phone,Cash on Delivery,4
51380,Male,Married,1,Phone,CC,3
51381,Female,Married,1,Phone,CC,2
51382,Male,Married,3,Phone,E wallet,2
51383,Female,Married,3,Mobile Phone,E wallet,2
51384,Female,Married,1,Phone,Debit Card,10
51385,Female,Married,3,Computer,Debit Card,3
51386,Male,Married,1,Mobile Phone,UPI,2
51387,Female,Married,1,Phone,Debit Card,2
51388,Male,Single,1,Phone,Debit Card,2
51389,Male,Single,3,Computer,Debit Card,2
51390,Female,Single,1,Computer,Credit Card,2
51391,Female,Married,1,Mobile Phone,Cash on Delivery,2
51392,Male,Single,3,Computer,E wallet,1
51393,Male,Married,1,Phone,Debit Card,5
51394,Male,Single,3,Computer,E wallet,5
51395,Male,Married,1,Phone,Debit Card,2
51396,Male,Single,1,Mobile Phone,Debit Card,10
51397,Male,Single,1,Phone,COD,2
51398,Female,Married,3,Mobile Phone,E wallet,6
51399,Male,Married,1,Computer,Credit Card,3
51400,Female,Married,3,Phone,E wallet,8
51401,Female,Single,1,Computer,Debit Card,2
51402,Male,Married,3,Computer,Debit Card,2
51403,Female,Married,1,Phone,Credit Card,4
51404,Male,Married,1,Mobile Phone,Debit Card,4
51405,Male,Married,1,Mobile Phone,Debit Card,2
51406,Male,Married,1,Mobile Phone,Credit Card,2
51407,Female,Single,1,Computer,Debit Card,2
51408,Female,Married,1,Mobile Phone,Credit Card,6
51409,Female,Single,3,Mobile Phone,Debit Card,8
51410,Female,Married,1,Mobile Phone,Cash on Delivery,2
51411,Female,Married,1,Mobile Phone,Credit Card,3
51412,Male,Single,1,Computer,Debit Card,2
51413,Male,Married,1,Mobile Phone,Debit Card,3
51414,Male,Married,1,Computer,CC,5
51415,Male,Married,1,Phone,CC,1
51416,Female,Single,3,Computer,Debit Card,8
51417,Male,Married,1,Phone,Debit Card,1
51418,Male,Single,1,Phone,CC,2
51419,Male,Married,1,Mobile Phone,Debit Card,2
51420,Female,Married,1,Phone,Debit Card,4
51421,Female,Single,1,Phone,Debit Card,2
51422,Male,Single,3,Phone,E wallet,1
51423,Male,Married,1,Mobile Phone,UPI,5
51424,Male,Single,1,Mobile Phone,Credit Card,5
51425,Male,Married,2,Mobile Phone,Credit Card,2
51426,Male,Married,1,Mobile Phone,Debit Card,2
51427,Male,Single,1,Phone,CC,2
51428,Male,Married,3,Mobile Phone,Debit Card,4
51429,Female,Married,1,Computer,Credit Card,8
51430,Male,Married,1,Phone,Credit Card,2
51431,Male,Single,1,Mobile Phone,Debit Card,5
51432,Male,Married,3,Phone,COD,4
51433,Male,Married,1,Phone,Debit Card,4
51434,Male,Married,1,Phone,Debit Card,2
51435,Male,Single,3,Mobile Phone,Credit Card,2
51436,Male,Married,1,Computer,Debit Card,2
51437,Male,Single,3,Mobile Phone,E wallet,1
51438,Female,Married,3,Mobile Phone,Credit Card,2
51439,Male,Married,1,Computer,Credit Card,3
51440,Male,Single,3,Mobile Phone,Credit Card,2
51441,Female,Married,1,Mobile Phone,Cash on Delivery,10
51442,Female,Married,3,Mobile Phone,UPI,1
51443,Male,Married,3,Computer,Credit Card,2
51444,Male,Single,3,Mobile Phone,Credit Card,1
51445,Male,Married,1,Computer,CC,5
51446,Male,Married,2,Phone,UPI,5
51447,Male,Single,1,Phone,Debit Card,2
51448,Female,Single,1,Computer,Debit Card,2
51449,Female,Single,1,Phone,UPI,2
51450,Male,Married,1,Computer,Debit Card,6
51451,Female,Married,2,Computer,UPI,10
51452,Female,Married,1,Computer,Debit Card,4
51453,Male,Single,3,Mobile Phone,E wallet,2
51454,Male,Married,1,Phone,CC,2
51455,Female,Single,1,Phone,CC,2
51456,Female,Single,1,Computer,Credit Card,4
51457,Male,Single,1,Computer,Debit Card,2
51458,Female,Single,2,Computer,UPI,3
51459,Male,Married,1,Phone,Debit Card,1
51460,Female,Married,1,Phone,Debit Card,7
51461,Male,Single,3,Mobile Phone,Debit Card,3
51462,Female,Single,1,Mobile Phone,Credit Card,3
51463,Female,Married,3,Computer,Cash on Delivery,1
51464,Female,Married,1,Phone,Debit Card,6
51465,Male,Married,3,Computer,Debit Card,2
51466,Male,Married,1,Computer,Debit Card,2
51467,Male,Married,3,Computer,E wallet,1
51468,Female,Married,1,Mobile Phone,Debit Card,10
51469,Male,Single,1,Mobile Phone,Debit Card,8
51470,Male,Married,3,Mobile Phone,Debit Card,5
51471,Female,Married,1,Phone,UPI,2
51472,Female,Married,1,Mobile Phone,Credit Card,2
51473,Male,Single,3,Mobile Phone,E wallet,2
51474,Male,Married,1,Phone,COD,1
51475,Female,Married,1,Mobile Phone,Credit Card,2
51476,Female,Single,1,Computer,Credit Card,5
51477,Female,Single,3,Computer,E wallet,5
51478,Female,Married,3,Phone,Debit Card,4
51479,Male,Married,3,Mobile Phone,Debit Card,4
51480,Female,Married,2,Phone,Debit Card,2
51481,Male,Married,1,Phone,Credit Card,7
51482,Male,Single,1,Computer,Debit Card,3
51483,Female,Married,3,Mobile Phone,Debit Card,5
51484,Male,Married,3,Mobile Phone,Debit Card,3
51485,Male,Married,2,Mobile Phone,UPI,1
51486,Female,Single,1,Phone,Credit Card,8
51487,Male,Single,1,Phone,CC,6
51488,Female,Single,1,Phone,COD,4
51489,Female,Single,1,Phone,Debit Card,2
51490,Male,Married,3,Computer,Credit Card,1
51491,Female,Married,1,Phone,COD,6
51492,Male,Single,1,Phone,CC,1
51493,Male,Married,1,Computer,Debit Card,5
51494,Male,Married,1,Phone,Debit Card,3
51495,Female,Single,1,Mobile Phone,Credit Card,2
51496,Female,Married,1,Computer,Credit Card,2
51497,Male,Married,3,Mobile Phone,E wallet,2
51498,Male,Married,3,Phone,E wallet,3
51499,Male,Married,1,Phone,Debit Card,9
51500,Female,Single,3,Computer,E wallet,2
51501,Male,Married,1,Computer,COD,2
51502,Male,Married,1,Mobile Phone,Credit Card,3
51503,Female,Married,1,Phone,CC,5
51504,Male,Married,3,Mobile Phone,E wallet,8
51505,Female,Married,3,Computer,E wallet,7
51506,Male,Married,1,Phone,CC,2
51507,Male,Married,1,Computer,CC,7
51508,Male,Married,1,Phone,CC,2
51509,Male,Married,1,Mobile Phone,Debit Card,4
51510,Male,Married,1,Computer,CC,2
51511,Female,Single,1,Mobile Phone,Debit Card,4
51512,Male,Married,1,Phone,Debit Card,5
51513,Female,Married,3,Mobile Phone,Debit Card,3
51514,Female,Single,3,Mobile Phone,Debit Card,5
51515,Male,Single,1,Phone,Debit Card,4
51516,Male,Married,1,Phone,COD,1
51517,Female,Single,3,Computer,COD,1
51518,Male,Single,1,Computer,CC,5
51519,Male,Married,1,Computer,CC,2
51520,Female,Married,3,Mobile Phone,Debit Card,5
51521,Female,Married,1,Phone,Debit Card,5
51522,Male,Single,1,Phone,Debit Card,1
51523,Male,Single,1,Mobile Phone,Debit Card,2
51524,Female,Married,3,Mobile Phone,E wallet,2
51525,Female,Single,1,Phone,Debit Card,2
51526,Female,Married,1,Phone,Credit Card,9
51527,Female,Single,1,Phone,CC,3
51528,Female,Single,3,Phone,E wallet,2
51529,Male,Married,1,Phone,Credit Card,3
51530,Female,Married,1,Phone,Credit Card,2
51531,Female,Married,1,Phone,CC,2
51532,Female,Married,1,Mobile Phone,Credit Card,2
51533,Male,Single,1,Mobile Phone,Credit Card,9
51534,Male,Married,1,Computer,Debit Card,2
51535,Female,Single,1,Mobile Phone,Credit Card,4
51536,Male,Married,1,Mobile Phone,Debit Card,1
51537,Female,Single,1,Phone,CC,2
51538,Male,Married,1,Mobile Phone,Debit Card,4
51539,Male,Married,1,Computer,CC,5
51540,Male,Married,1,Computer,Credit Card,10
51541,Male,Married,1,Phone,Debit Card,2
51542,Female,Single,1,Computer,Credit Card,6
51543,Female,Married,1,Computer,Credit Card,3
51544,Male,Married,1,Mobile Phone,Debit Card,10
51545,Male,Married,1,Mobile Phone,COD,4
51546,Male,Married,1,Computer,COD,6
51547,Male,Married,1,Computer,Debit Card,2
51548,Male,Married,1,Computer,Credit Card,2
51549,Male,Married,1,Phone,CC,9
51550,Male,Married,1,Mobile Phone,Credit Card,8
51551,Female,Married,3,Mobile Phone,E wallet,2
51552,Male,Married,1,Phone,Debit Card,2
51553,Female,Single,1,Computer,CC,2
51554,Male,Married,1,Computer,Debit Card,10
51555,Male,Married,1,Mobile Phone,Credit Card,8
51556,Male,Married,3,Mobile Phone,Credit Card,2
51557,Male,Single,1,Computer,Debit Card,2
51558,Female,Single,3,Computer,Debit Card,2
51559,Male,Married,1,Mobile Phone,Debit Card,6
51560,Female,Single,1,Phone,COD,6
51561,Female,Single,3,Mobile Phone,Debit Card,4
51562,Female,Single,3,Computer,E wallet,6
51563,Male,Single,1,Phone,Cash on Delivery,1
51564,Female,Single,3,Computer,Credit Card,7
51565,Female,Married,3,Mobile Phone,E wallet,3
51566,Male,Single,1,Mobile Phone,Debit Card,9
51567,Female,Married,1,Phone,CC,7
51568,Male,Married,1,Computer,UPI,2
51569,Male,Married,3,Mobile Phone,Debit Card,1
51570,Male,Married,1,Computer,Credit Card,1
51571,Male,Married,1,Phone,Debit Card,4
51572,Male,Married,3,Computer,E wallet,5
51573,Female,Married,3,Computer,Credit Card,2
51574,Female,Single,3,Computer,E wallet,2
51575,Male,Single,1,Phone,CC,2
51576,Female,Single,1,Phone,Debit Card,8
51577,Male,Married,1,Mobile Phone,Cash on Delivery,2
51578,Male,Married,2,Phone,CC,9
51579,Female,Married,3,Mobile Phone,Credit Card,4
51580,Male,Married,1,Phone,CC,6
51581,Female,Married,3,Mobile Phone,E wallet,6
51582,Female,Married,1,Phone,Debit Card,8
51583,Male,Single,3,Computer,Debit Card,2
51584,Female,Married,3,Phone,Debit Card,3
51585,Male,Single,1,Phone,Debit Card,1
51586,Female,Married,1,Phone,CC,8
51587,Male,Married,3,Computer,E wallet,1
51588,Male,Married,1,Phone,Debit Card,3
51589,Male,Married,1,Phone,COD,2
51590,Male,Married,1,Mobile Phone,UPI,1
51591,Male,Married,1,Computer,Credit Card,10
51592,Female,Married,1,Phone,Debit Card,2
51593,Male,Married,1,Mobile Phone,Debit Card,7
51594,Female,Married,1,Phone,Credit Card,3
51595,Male,Married,1,Computer,Debit Card,5
51596,Male,Married,1,Computer,Credit Card,7
51597,Female,Single,1,Computer,Cash on Delivery,1
51598,Male,Single,1,Phone,Debit Card,2
51599,Female,Single,1,Mobile Phone,Debit Card,4
51600,Male,Married,3,Mobile Phone,E wallet,3
51601,Female,Married,1,Phone,Debit Card,1
51602,Female,Married,1,Phone,CC,1
51603,Male,Married,1,Mobile Phone,Credit Card,1
51604,Male,Married,1,Phone,Debit Card,2
51605,Male,Single,1,Computer,Credit Card,1
51606,Male,Married,1,Computer,Debit Card,2
51607,Male,Married,3,Computer,Debit Card,4
51608,Male,Single,1,Phone,Cash on Delivery,5
51609,Female,Married,3,Mobile Phone,Cash on Delivery,4
51610,Male,Single,1,Phone,Debit Card,3
51611,Male,Married,3,Mobile Phone,Credit Card,3
51612,Male,Married,1,Mobile Phone,Credit Card,1
51613,Male,Married,1,Computer,Debit Card,2
51614,Male,Married,1,Mobile Phone,Credit Card,1
51615,Male,Married,1,Phone,Debit Card,1
51616,Male,Single,1,Mobile Phone,Credit Card,1
51617,Male,Married,1,Computer,Debit Card,2
51618,Male,Married,1,Phone,CC,2
51619,Male,Married,3,Mobile Phone,Credit Card,5
51620,Male,Single,1,Phone,CC,2
51621,Female,Married,1,Computer,Credit Card,3
51622,Female,Married,1,Mobile Phone,Debit Card,8
51623,Female,Married,3,Mobile Phone,Credit Card,2
51624,Female,Married,1,Computer,Debit Card,2
51625,Male,Married,1,Mobile Phone,Debit Card,4
51626,Male,Married,1,Mobile Phone,Credit Card,4
51627,Male,Married,3,Phone,Debit Card,2
51628,Male,Single,3,Computer,Debit Card,2
51629,Male,Married,1,Mobile Phone,COD,4
51630,Male,Married,1,Computer,Credit Card,2
51631,Female,Single,1,Phone,Debit Card,2
51632,Male,Married,1,Computer,Debit Card,4
51633,Male,Married,1,Mobile Phone,Debit Card,10
51634,Male,Married,1,Phone,CC,3
51635,Female,Single,1,Phone,Debit Card,2
51636,Female,Single,1,Computer,Debit Card,10
51637,Male,Single,1,Phone,COD,5
51638,Female,Married,3,Computer,E wallet,2
51639,Male,Single,3,Mobile Phone,E wallet,2
51640,Male,Married,1,Computer,CC,2
51641,Female,Married,3,Computer,E wallet,6
51642,Male,Single,1,Mobile Phone,Debit Card,2
51643,Male,Married,3,Mobile Phone,E wallet,1
51644,Male,Married,1,Computer,Debit Card,5
51645,Male,Married,1,Mobile Phone,Credit Card,6
51646,Male,Single,3,Mobile Phone,Debit Card,2
51647,Female,Single,3,Mobile Phone,Credit Card,2
51648,Male,Single,1,Mobile Phone,Credit Card,1
51649,Male,Married,3,Mobile Phone,COD,5
51650,Male,Married,1,Mobile Phone,Credit Card,1
51651,Female,Married,1,Computer,Debit Card,8
51652,Male,Married,3,Mobile Phone,Debit Card,2
51653,Female,Married,1,Mobile Phone,Debit Card,4
51654,Male,Married,1,Computer,Debit Card,3
51655,Male,Married,1,Phone,COD,1
51656,Male,Married,2,Mobile Phone,UPI,4
51657,Male,Married,1,Computer,Debit Card,2
51658,Male,Married,1,Phone,Debit Card,1
51659,Female,Married,1,Computer,Debit Card,7
51660,Male,Married,1,Mobile Phone,Credit Card,2
51661,Female,Single,1,Computer,Debit Card,1
51662,Female,Single,1,Mobile Phone,Cash on Delivery,8
51663,Male,Married,1,Phone,Credit Card,3
51664,Female,Single,1,Phone,Debit Card,2
51665,Female,Married,3,Mobile Phone,COD,2
51666,Male,Single,3,Phone,Debit Card,2
51667,Male,Married,3,Mobile Phone,E wallet,5
51668,Female,Single,1,Mobile Phone,Credit Card,8
51669,Male,Married,1,Phone,CC,6
51670,Female,Married,1,Mobile Phone,Credit Card,2
51671,Female,Married,1,Computer,Debit Card,2
51672,Male,Married,1,Computer,Credit Card,2
51673,Female,Married,3,Mobile Phone,Credit Card,5
51674,Male,Single,3,Computer,E wallet,4
51675,Male,Married,1,Mobile Phone,Debit Card,5
51676,Female,Married,1,Computer,Debit Card,2
51677,Male,Married,3,Computer,E wallet,1
51678,Female,Single,1,Computer,Debit Card,4
51679,Female,Married,1,Mobile Phone,Debit Card,9
51680,Male,Married,1,Phone,UPI,10
51681,Male,Married,3,Mobile Phone,Credit Card,3
51682,Male,Married,1,Phone,UPI,2
51683,Male,Single,1,Phone,UPI,1
51684,Female,Married,3,Mobile Phone,E wallet,2
51685,Female,Married,3,Mobile Phone,E wallet,2
51686,Male,Married,1,Mobile Phone,Credit Card,8
51687,Male,Married,1,Mobile Phone,Debit Card,1
51688,Female,Single,1,Mobile Phone,Credit Card,2
51689,Female,Married,3,Mobile Phone,E wallet,2
51690,Male,Single,1,Mobile Phone,COD,1
51691,Male,Married,1,Phone,Debit Card,2
51692,Male,Single,1,Mobile Phone,Credit Card,7
51693,Male,Single,3,Computer,CC,4
51694,Female,Single,1,Mobile Phone,Debit Card,3
51695,Male,Married,3,Computer,Debit Card,2
51696,Male,Married,2,Phone,COD,1
51697,Female,Married,1,Phone,CC,2
51698,Female,Married,3,Mobile Phone,Credit Card,4
51699,Male,Married,1,Mobile Phone,Credit Card,5
51700,Female,Married,3,Computer,COD,8
51701,Male,Married,3,Mobile Phone,Debit Card,2
51702,Male,Single,1,Mobile Phone,UPI,4
51703,Female,Single,3,Computer,Cash on Delivery,2
51704,Female,Single,3,Computer,Credit Card,5
51705,Male,Married,3,Computer,Credit Card,5
51706,Male,Married,1,Mobile Phone,Credit Card,3
51707,Female,Married,1,Phone,Debit Card,4
51708,Male,Single,3,Computer,CC,2
51709,Female,Single,3,Phone,E wallet,2
51710,Female,Married,1,Phone,CC,7
51711,Female,Married,1,Computer,Credit Card,3
51712,Male,Single,3,Computer,E wallet,2
51713,Male,Single,1,Mobile Phone,Cash on Delivery,7
51714,Male,Married,3,Mobile Phone,E wallet,3
51715,Male,Single,1,Phone,Debit Card,1
51716,Female,Single,3,Phone,Debit Card,2
51717,Male,Single,1,Phone,Debit Card,10
51718,Male,Single,1,Mobile Phone,Debit Card,10
51719,Male,Married,1,Phone,Credit Card,2
51720,Male,Single,3,Mobile Phone,Debit Card,2
51721,Male,Single,1,Mobile Phone,UPI,9
51722,Female,Married,3,Phone,Debit Card,5
51723,Female,Married,1,Phone,Debit Card,5
51724,Male,Single,3,Computer,E wallet,9
51725,Female,Single,1,Mobile Phone,Debit Card,3
51726,Female,Married,3,Phone,E wallet,2
51727,Male,Married,3,Phone,COD,2
51728,Male,Single,1,Computer,COD,1
51729,Female,Married,1,Phone,CC,2
51730,Male,Married,3,Mobile Phone,Credit Card,2
51731,Male,Single,1,Computer,COD,10
51732,Female,Married,1,Phone,Debit Card,2
51733,Female,Married,3,Mobile Phone,E wallet,8
51734,Female,Married,1,Phone,Debit Card,4
51735,Male,Single,1,Phone,Debit Card,3
51736,Male,Married,1,Mobile Phone,Debit Card,2
51737,Female,Married,1,Phone,CC,7
51738,Male,Married,1,Mobile Phone,Credit Card,5
51739,Female,Married,3,Computer,E wallet,10
51740,Female,Married,1,Phone,Credit Card,2
51741,Male,Married,1,Computer,CC,8
51742,Female,Married,1,Phone,UPI,5
51743,Female,Single,3,Phone,Debit Card,2
51744,Female,Married,1,Computer,Credit Card,4
51745,Male,Married,1,Phone,Debit Card,2
51746,Male,Married,1,Computer,Debit Card,2
51747,Female,Married,3,Computer,Debit Card,10
51748,Female,Single,3,Mobile Phone,COD,1
51749,Male,Married,3,Mobile Phone,E wallet,2
51750,Male,Married,1,Phone,Credit Card,2
51751,Male,Married,1,Phone,Credit Card,6
51752,Male,Married,1,Mobile Phone,Credit Card,3
51753,Male,Married,1,Phone,Debit Card,4
51754,Female,Married,1,Mobile Phone,Debit Card,3
51755,Female,Married,1,Computer,Debit Card,3
51756,Female,Single,1,Mobile Phone,Debit Card,3
51757,Female,Married,1,Mobile Phone,Debit Card,6
51758,Female,Married,1,Phone,Credit Card,3
51759,Female,Married,1,Computer,COD,1
51760,Female,Single,3,Phone,COD,2
51761,Female,Married,3,Computer,E wallet,1
51762,Male,Married,1,Computer,Debit Card,2
51763,Female,Married,3,Mobile Phone,Debit Card,1
51764,Female,Married,1,Phone,Debit Card,2
51765,Male,Married,1,Computer,Debit Card,5
51766,Male,Married,1,Mobile Phone,Credit Card,2
51767,Female,Married,1,Phone,COD,6
51768,Male,Single,2,Phone,COD,2
51769,Female,Married,3,Computer,UPI,1
51770,Male,Married,3,Mobile Phone,E wallet,4
51771,Male,Married,1,Mobile Phone,Debit Card,1
51772,Female,Single,1,Computer,CC,1
51773,Female,Married,3,Computer,E wallet,5
51774,Female,Married,1,Mobile Phone,Credit Card,6
51775,Male,Married,1,Mobile Phone,Debit Card,7
51776,Male,Single,1,Phone,Debit Card,1
51777,Female,Single,1,Phone,Debit Card,8
51778,Male,Married,1,Phone,Debit Card,4
51779,Female,Married,3,Mobile Phone,E wallet,3
51780,Male,Married,1,Mobile Phone,Debit Card,2
51781,Male,Married,1,Mobile Phone,Credit Card,8
51782,Male,Married,1,Phone,CC,8
51783,Male,Single,3,Phone,E wallet,1
51784,Male,Married,1,Mobile Phone,Debit Card,5
51785,Male,Married,1,Computer,Debit Card,4
51786,Female,Married,2,Computer,UPI,10
51787,Male,Married,1,Computer,UPI,5
51788,Male,Single,3,Computer,Credit Card,2
51789,Male,Single,1,Computer,COD,6
51790,Female,Married,3,Phone,E wallet,3
51791,Female,Single,3,Mobile Phone,Debit Card,4
51792,Male,Single,3,Computer,Debit Card,8
51793,Male,Married,3,Phone,E wallet,10
51794,Female,Single,1,Mobile Phone,Debit Card,8
51795,Female,Married,1,Computer,Debit Card,2
51796,Male,Single,3,Mobile Phone,Debit Card,5
51797,Male,Married,1,Mobile Phone,Credit Card,2
51798,Male,Married,3,Phone,UPI,1
51799,Female,Married,2,Computer,Debit Card,1
51800,Male,Married,1,Phone,COD,5
51801,Female,Married,1,Mobile Phone,Credit Card,5
51802,Male,Married,3,Mobile Phone,Debit Card,10
51803,Male,Single,3,Computer,E wallet,2
51804,Male,Married,3,Computer,UPI,4
51805,Female,Single,1,Computer,UPI,3
51806,Male,Married,3,Phone,Credit Card,6
51807,Female,Single,3,Phone,Credit Card,2
51808,Male,Single,3,Mobile Phone,Debit Card,2
51809,Male,Single,1,Phone,COD,2
51810,Female,Single,1,Mobile Phone,COD,5
51811,Female,Married,1,Computer,Credit Card,6
51812,Female,Married,3,Mobile Phone,Debit Card,8
51813,Male,Married,3,Computer,Credit Card,2
51814,Male,Married,1,Mobile Phone,COD,4
51815,Male,Married,3,Computer,UPI,9
51816,Male,Married,3,Computer,CC,1
51817,Female,Married,1,Mobile Phone,Credit Card,4
51818,Female,Married,1,Mobile Phone,Debit Card,7
51819,Male,Married,1,Mobile Phone,Debit Card,2
51820,Male,Married,1,Phone,CC,2
51821,Male,Married,3,Mobile Phone,E wallet,2
51822,Male,Married,1,Phone,UPI,2
51823,Male,Married,2,Computer,Credit Card,2
51824,Male,Married,3,Phone,CC,2
51825,Female,Married,1,Computer,Debit Card,2
51826,Male,Married,3,Computer,Debit Card,2
51827,Male,Married,1,Phone,Debit Card,2
51828,Male,Married,3,Phone,Credit Card,3
51829,Male,Single,1,Phone,UPI,5
51830,Male,Married,3,Mobile Phone,Credit Card,5
51831,Female,Married,1,Phone,CC,1
51832,Male,Married,3,Mobile Phone,E wallet,5
51833,Female,Single,1,Phone,Debit Card,2
51834,Female,Married,1,Phone,Debit Card,2
51835,Male,Married,1,Mobile Phone,UPI,5
51836,Female,Single,1,Phone,Debit Card,4
51837,Male,Married,1,Computer,Credit Card,4
51838,Female,Married,1,Mobile Phone,Debit Card,8
51839,Female,Single,2,Mobile Phone,Debit Card,5
51840,Female,Married,3,Phone,COD,2
51841,Male,Married,3,Phone,E wallet,1
51842,Male,Single,3,Phone,COD,2
51843,Male,Married,1,Mobile Phone,UPI,5
51844,Male,Married,1,Phone,CC,1
51845,Male,Married,3,Mobile Phone,E wallet,1
51846,Female,Married,1,Mobile Phone,Debit Card,2
51847,Female,Married,1,Computer,CC,2
51848,Female,Single,3,Mobile Phone,Credit Card,8
51849,Male,Married,1,Phone,Debit Card,2
51850,Female,Married,3,Computer,Debit Card,3
51851,Female,Married,1,Mobile Phone,Debit Card,2
51852,Male,Married,1,Mobile Phone,UPI,2
51853,Female,Married,3,Mobile Phone,Credit Card,2
51854,Male,Single,1,Mobile Phone,Debit Card,2
51855,Male,Married,1,Computer,Debit Card,4
51856,Male,Married,2,Mobile Phone,Credit Card,3
51857,Male,Married,1,Mobile Phone,Credit Card,3
51858,Male,Single,1,Phone,CC,1
51859,Male,Single,1,Mobile Phone,Credit Card,2
51860,Male,Single,1,Computer,Debit Card,2
51861,Male,Married,1,Computer,Debit Card,2
51862,Male,Married,1,Phone,CC,3
51863,Male,Married,3,Phone,Debit Card,1
51864,Female,Single,3,Phone,E wallet,1
51865,Male,Married,1,Computer,Debit Card,2
51866,Male,Married,3,Mobile Phone,E wallet,4
51867,Female,Married,3,Computer,Credit Card,2
51868,Male,Single,1,Phone,Debit Card,4
51869,Male,Married,1,Phone,CC,2
51870,Female,Single,1,Mobile Phone,Credit Card,2
51871,Female,Single,3,Phone,Debit Card,10
51872,Female,Single,1,Phone,COD,2
51873,Male,Single,3,Mobile Phone,E wallet,2
51874,Male,Married,3,Computer,COD,4
51875,Female,Single,1,Mobile Phone,Debit Card,1
51876,Female,Married,1,Mobile Phone,Debit Card,2
51877,Female,Single,1,Mobile Phone,Debit Card,4
51878,Male,Single,3,Mobile Phone,E wallet,3
51879,Male,Married,3,Computer,Debit Card,6
51880,Male,Married,1,Mobile Phone,Debit Card,4
51881,Male,Married,2,Mobile Phone,UPI,4
51882,Male,Single,3,Mobile Phone,E wallet,9
51883,Male,Married,1,Computer,Debit Card,2
51884,Male,Married,2,Mobile Phone,UPI,2
51885,Male,Married,3,Phone,E wallet,8
51886,Female,Single,1,Phone,Debit Card,8
51887,Female,Married,1,Computer,Debit Card,10
51888,Female,Single,1,Mobile Phone,Debit Card,5
51889,Male,Single,1,Computer,Credit Card,3
51890,Female,Married,3,Computer,Credit Card,10
51891,Male,Married,3,Mobile Phone,E wallet,8
51892,Male,Single,3,Phone,Debit Card,2
51893,Male,Married,1,Computer,CC,7
51894,Male,Married,3,Computer,Debit Card,4
51895,Female,Single,1,Mobile Phone,Credit Card,4
51896,Male,Married,1,Phone,CC,2
51897,Female,Married,2,Mobile Phone,UPI,10
51898,Male,Married,1,Mobile Phone,Credit Card,8
51899,Female,Single,1,Phone,CC,1
51900,Female,Single,1,Mobile Phone,Credit Card,9
51901,Male,Married,3,Phone,E wallet,2
51902,Male,Single,1,Phone,Debit Card,3
51903,Female,Married,1,Computer,Debit Card,3
51904,Male,Married,1,Computer,Debit Card,2
51905,Male,Married,1,Phone,CC,7
51906,Female,Married,1,Mobile Phone,Debit Card,4
51907,Male,Married,3,Mobile Phone,E wallet,2
51908,Male,Single,1,Phone,UPI,2
51909,Female,Single,3,Mobile Phone,Credit Card,2
51910,Male,Single,3,Mobile Phone,COD,1
51911,Male,Single,1,Phone,Credit Card,2
51912,Female,Single,3,Computer,Debit Card,5
51913,Male,Single,3,Mobile Phone,UPI,2
51914,Male,Married,1,Mobile Phone,Credit Card,6
51915,Male,Single,3,Computer,Debit Card,2
51916,Male,Married,1,Computer,Credit Card,1
51917,Female,Married,1,Computer,Debit Card,4
51918,Female,Married,1,Phone,Credit Card,5
51919,Male,Single,3,Mobile Phone,COD,7
51920,Female,Single,1,Phone,Debit Card,3
51921,Female,Married,1,Mobile Phone,Credit Card,10
51922,Male,Married,3,Computer,E wallet,1
