CustomerID,Tenure,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,OrderCount,OrderAmountHikeFromlastYear,CouponUsed,CashbackAmount
51552,0.0,2.0,1,Mobile,2.0,16.0,2.0,123
51553,,3.0,3,Mobile,1.0,13.0,0.0,122
51554,13.0,3.0,4,Laptop & Accessory,1.0,14.0,0.0,149
51555,19.0,3.0,3,Fashion,1.0,16.0,0.0,194
51556,0.0,2.0,5,Fashion,9.0,11.0,6.0,204
51557,3.0,2.0,4,Fashion,5.0,22.0,4.0,185
51558,0.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,200
51559,24.0,2.0,4,Fashion,4.0,16.0,2.0,225
51560,0.0,2.0,3,Mobile,1.0,11.0,0.0,127
51561,14.0,3.0,3,Fashion,,18.0,0.0,236
51562,0.0,2.0,4,Laptop & Accessory,1.0,15.0,1.0,167
51563,,2.0,3,Mobile,1.0,14.0,0.0,121
51564,18.0,2.0,4,Fashion,12.0,12.0,5.0,189
51565,27.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,159
51566,9.0,3.0,3,Laptop & Accessory,3.0,16.0,2.0,159
51567,6.0,2.0,4,Mobile,1.0,21.0,0.0,126
51568,10.0,2.0,3,Fashion,1.0,14.0,1.0,222
51569,11.0,3.0,3,Fashion,5.0,12.0,1.0,206
51570,4.0,2.0,5,Laptop & Accessory,1.0,12.0,0.0,143
51571,,3.0,4,Mobile,1.0,17.0,0.0,122
51572,10.0,,3,Mobile,5.0,17.0,3.0,128
51573,2.0,2.0,3,Fashion,4.0,14.0,4.0,179
51574,8.0,3.0,3,Fashion,1.0,14.0,1.0,188
51575,0.0,2.0,4,Mobile,1.0,13.0,0.0,124
51576,25.0,2.0,4,Mobile,2.0,15.0,2.0,132
51577,15.0,2.0,3,Others,11.0,,0.0,292
51578,,2.0,3,Mobile,2.0,17.0,0.0,123
51579,23.0,3.0,3,Others,1.0,,1.0,295
51580,0.0,2.0,3,Mobile,1.0,13.0,1.0,124
51581,16.0,3.0,3,Grocery,,22.0,0.0,261
51582,0.0,,3,Mobile,1.0,20.0,1.0,127
51583,25.0,3.0,4,Others,15.0,18.0,,291
51584,5.0,2.0,3,Mobile Phone,1.0,11.0,1.0,139
51585,0.0,3.0,4,Mobile Phone,1.0,14.0,0.0,137
51586,,3.0,3,Mobile,1.0,14.0,1.0,122
51587,5.0,3.0,3,Laptop & Accessory,2.0,18.0,2.0,145
51588,14.0,,3,Laptop & Accessory,1.0,16.0,0.0,131
51589,13.0,3.0,3,Laptop & Accessory,4.0,17.0,2.0,133
51590,18.0,3.0,1,Others,1.0,,1.0,292
51591,4.0,3.0,3,Fashion,,12.0,2.0,237
51592,6.0,,4,Mobile,1.0,13.0,0.0,129
51593,7.0,2.0,4,Laptop & Accessory,5.0,13.0,0.0,160
51594,10.0,2.0,4,Mobile Phone,1.0,14.0,0.0,139
51595,18.0,3.0,1,Laptop & Accessory,1.0,17.0,1.0,164
51596,0.0,3.0,3,Fashion,1.0,11.0,0.0,200
51597,12.0,3.0,3,Fashion,11.0,25.0,6.0,209
51598,2.0,2.0,3,Mobile,1.0,19.0,1.0,123
51599,15.0,2.0,1,Laptop & Accessory,1.0,13.0,1.0,165
51600,2.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,169
51601,0.0,3.0,3,Laptop & Accessory,1.0,12.0,1.0,149
51602,15.0,2.0,4,Mobile,7.0,11.0,7.0,126
51603,13.0,2.0,3,Others,3.0,,3.0,294
51604,24.0,,3,Mobile,1.0,11.0,1.0,127
51605,0.0,3.0,4,Mobile,1.0,11.0,0.0,135
51606,5.0,,1,Mobile,1.0,20.0,0.0,128
51607,11.0,2.0,4,Laptop & Accessory,7.0,18.0,1.0,152
51608,,2.0,4,Laptop & Accessory,1.0,13.0,0.0,122
51609,19.0,3.0,5,Grocery,7.0,12.0,,269
51610,0.0,3.0,3,Mobile,1.0,11.0,0.0,135
51611,2.0,3.0,4,Laptop & Accessory,1.0,19.0,1.0,166
51612,4.0,3.0,4,Laptop & Accessory,7.0,21.0,0.0,156
51613,0.0,2.0,1,Laptop & Accessory,1.0,12.0,1.0,140
51614,18.0,3.0,3,Grocery,,14.0,2.0,235
51615,9.0,2.0,3,Mobile,10.0,11.0,1.0,132
51616,28.0,2.0,3,Others,4.0,14.0,,290
51617,10.0,2.0,3,Fashion,9.0,12.0,4.0,218
51618,,3.0,3,Mobile,1.0,23.0,1.0,121
51619,10.0,3.0,3,Laptop & Accessory,1.0,14.0,1.0,165
51620,0.0,3.0,4,Mobile,1.0,17.0,1.0,132
51621,10.0,3.0,3,Fashion,,18.0,0.0,236
51622,8.0,3.0,1,Fashion,6.0,18.0,5.0,220
51623,11.0,2.0,1,Laptop & Accessory,7.0,24.0,4.0,156
51624,0.0,2.0,3,Laptop & Accessory,1.0,20.0,1.0,164
51625,23.0,3.0,3,Others,1.0,14.0,,291
51626,26.0,2.0,3,Grocery,1.0,16.0,,276
51627,15.0,1.0,3,Laptop & Accessory,11.0,25.0,6.0,149
51628,2.0,2.0,3,Laptop & Accessory,1.0,18.0,0.0,146
51629,28.0,2.0,3,Laptop & Accessory,1.0,19.0,0.0,154
51630,0.0,2.0,3,Laptop & Accessory,3.0,13.0,1.0,147
51631,,2.0,3,Mobile,5.0,12.0,1.0,121
51632,7.0,,3,Mobile,1.0,22.0,0.0,132
51633,11.0,2.0,3,Laptop & Accessory,1.0,14.0,0.0,157
51634,0.0,2.0,3,Mobile,1.0,13.0,1.0,124
51635,1.0,3.0,3,Mobile,1.0,21.0,1.0,133
51636,22.0,2.0,3,Others,1.0,11.0,,287
51637,9.0,1.0,3,Laptop & Accessory,7.0,12.0,2.0,145
51638,4.0,,3,Mobile,2.0,11.0,0.0,128
51639,0.0,2.0,4,Laptop & Accessory,7.0,12.0,4.0,158
51640,10.0,2.0,3,Mobile,1.0,12.0,0.0,123
51641,15.0,3.0,3,Grocery,,14.0,3.0,235
51642,,2.0,3,Mobile Phone,1.0,13.0,1.0,114
51643,8.0,3.0,3,Fashion,6.0,15.0,3.0,180
51644,9.0,2.0,1,Mobile Phone,1.0,18.0,1.0,137
51645,24.0,2.0,5,Laptop & Accessory,1.0,18.0,0.0,155
51646,14.0,2.0,3,Grocery,,19.0,1.0,260
51647,,3.0,4,Mobile Phone,1.0,12.0,0.0,112
51648,1.0,3.0,1,Laptop & Accessory,1.0,19.0,0.0,157
51649,4.0,3.0,1,Laptop & Accessory,7.0,11.0,3.0,169
51650,12.0,2.0,1,Fashion,3.0,17.0,1.0,196
51651,9.0,2.0,3,Laptop & Accessory,1.0,15.0,1.0,157
51652,5.0,3.0,4,Laptop & Accessory,4.0,14.0,3.0,155
51653,11.0,2.0,4,Fashion,1.0,17.0,0.0,221
51654,30.0,2.0,5,Laptop & Accessory,1.0,13.0,1.0,157
51655,4.0,2.0,3,Mobile Phone,1.0,12.0,1.0,148
51656,4.0,3.0,4,Laptop & Accessory,1.0,12.0,0.0,164
51657,18.0,3.0,3,Fashion,9.0,18.0,2.0,152
51658,4.0,,3,Mobile,2.0,18.0,2.0,127
51659,6.0,3.0,3,Fashion,8.0,11.0,7.0,219
51660,0.0,3.0,3,Grocery,11.0,14.0,,271
51661,16.0,2.0,3,Mobile,1.0,19.0,0.0,125
51662,22.0,2.0,4,Grocery,,12.0,0.0,240
51663,15.0,2.0,4,Laptop & Accessory,7.0,15.0,7.0,149
51664,0.0,2.0,3,Mobile,1.0,12.0,0.0,125
51665,5.0,3.0,4,Laptop & Accessory,11.0,11.0,11.0,152
51666,0.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,145
51667,4.0,3.0,3,Laptop & Accessory,1.0,12.0,0.0,175
51668,5.0,3.0,1,Laptop & Accessory,1.0,16.0,0.0,151
51669,0.0,2.0,5,Mobile,2.0,13.0,1.0,135
51670,3.0,3.0,3,Laptop & Accessory,1.0,13.0,1.0,158
51671,4.0,2.0,4,Fashion,8.0,24.0,7.0,189
51672,12.0,2.0,4,Others,13.0,,6.0,293
51673,2.0,2.0,3,Laptop & Accessory,1.0,18.0,1.0,152
51674,6.0,2.0,4,Laptop & Accessory,1.0,14.0,1.0,147
51675,20.0,2.0,3,Others,1.0,11.0,,283
51676,16.0,2.0,4,Laptop & Accessory,1.0,11.0,1.0,153
51677,0.0,3.0,3,Laptop & Accessory,1.0,13.0,0.0,163
51678,27.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,149
51679,16.0,2.0,3,Fashion,1.0,16.0,1.0,200
51680,18.0,3.0,3,Laptop & Accessory,9.0,14.0,8.0,137
51681,13.0,2.0,5,Laptop & Accessory,1.0,22.0,1.0,175
51682,,3.0,5,Mobile,1.0,11.0,0.0,121
51683,2.0,1.0,4,Mobile Phone,2.0,17.0,1.0,140
51684,3.0,1.0,4,Laptop & Accessory,1.0,13.0,1.0,161
51685,0.0,2.0,3,Laptop & Accessory,1.0,18.0,0.0,162
51686,10.0,3.0,3,Laptop & Accessory,1.0,16.0,1.0,163
51687,11.0,3.0,4,Fashion,2.0,14.0,2.0,215
51688,4.0,2.0,3,Fashion,4.0,14.0,4.0,171
51689,2.0,2.0,4,Laptop & Accessory,1.0,14.0,1.0,183
51690,8.0,3.0,3,Fashion,1.0,13.0,1.0,181
51691,0.0,,3,Mobile,1.0,12.0,0.0,129
51692,14.0,3.0,4,Laptop & Accessory,1.0,15.0,1.0,160
51693,20.0,,3,Laptop & Accessory,1.0,19.0,0.0,130
51694,15.0,2.0,3,Grocery,,14.0,0.0,260
51695,2.0,3.0,3,Laptop & Accessory,1.0,14.0,1.0,146
51696,15.0,,3,Mobile,1.0,11.0,1.0,127
51697,5.0,3.0,3,Mobile,1.0,13.0,0.0,124
51698,21.0,3.0,3,Fashion,1.0,21.0,0.0,225
51699,10.0,2.0,1,Laptop & Accessory,6.0,13.0,6.0,160
51700,3.0,2.0,3,Laptop & Accessory,2.0,12.0,2.0,147
51701,0.0,2.0,3,Laptop & Accessory,7.0,17.0,0.0,153
51702,15.0,3.0,4,Laptop & Accessory,1.0,23.0,1.0,168
51703,,3.0,4,Mobile,1.0,11.0,1.0,122
51704,9.0,2.0,3,Laptop & Accessory,1.0,15.0,1.0,167
51705,9.0,2.0,4,Fashion,1.0,11.0,0.0,197
51706,30.0,2.0,3,Laptop & Accessory,1.0,11.0,0.0,168
51707,,2.0,1,Mobile,1.0,13.0,0.0,122
51708,0.0,2.0,3,Mobile,2.0,24.0,2.0,126
51709,0.0,,3,Mobile,1.0,13.0,0.0,129
51710,10.0,3.0,3,Mobile,1.0,20.0,1.0,135
51711,19.0,1.0,3,Laptop & Accessory,1.0,14.0,1.0,153
51712,4.0,2.0,3,Laptop & Accessory,7.0,18.0,4.0,194
51713,23.0,3.0,4,Fashion,1.0,15.0,1.0,205
51714,3.0,3.0,4,Laptop & Accessory,1.0,12.0,1.0,164
51715,4.0,2.0,4,Mobile,2.0,16.0,2.0,127
51716,0.0,,1,Mobile,1.0,15.0,0.0,127
51717,,2.0,3,Mobile,1.0,16.0,0.0,122
51718,8.0,3.0,4,Laptop & Accessory,1.0,19.0,0.0,165
51719,0.0,2.0,3,Mobile Phone,1.0,11.0,0.0,138
51720,1.0,3.0,3,Laptop & Accessory,1.0,16.0,1.0,153
51721,22.0,2.0,4,Fashion,1.0,24.0,1.0,210
51722,24.0,2.0,3,Laptop & Accessory,1.0,11.0,1.0,149
51723,9.0,3.0,3,Mobile,2.0,13.0,2.0,125
51724,0.0,3.0,1,Laptop & Accessory,1.0,13.0,0.0,153
51725,28.0,3.0,3,Grocery,1.0,13.0,,267
51726,0.0,3.0,3,Laptop & Accessory,1.0,12.0,0.0,143
51727,3.0,3.0,3,Mobile,1.0,18.0,1.0,125
51728,0.0,,3,Mobile,1.0,22.0,0.0,131
51729,,2.0,3,Mobile,1.0,13.0,1.0,122
51730,9.0,3.0,4,Fashion,9.0,13.0,8.0,176
51731,,2.0,3,Mobile,1.0,23.0,1.0,123
51732,10.0,,3,Mobile,12.0,12.0,10.0,130
51733,13.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,157
51734,15.0,3.0,3,Mobile,1.0,16.0,0.0,126
51735,10.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,142
51736,16.0,2.0,4,Grocery,,11.0,3.0,243
51737,13.0,3.0,4,Laptop & Accessory,1.0,22.0,1.0,134
51738,27.0,2.0,3,Others,1.0,,1.0,294
51739,7.0,3.0,3,Laptop & Accessory,1.0,15.0,0.0,165
51740,4.0,2.0,3,Laptop & Accessory,3.0,12.0,3.0,143
51741,,3.0,3,Mobile,1.0,20.0,1.0,123
51742,16.0,3.0,3,Laptop & Accessory,1.0,14.0,1.0,145
51743,0.0,3.0,4,Laptop & Accessory,1.0,11.0,0.0,145
51744,10.0,3.0,3,Laptop & Accessory,10.0,15.0,4.0,144
51745,,3.0,4,Mobile,3.0,12.0,3.0,122
51746,12.0,2.0,3,Others,1.0,14.0,0.0,292
51747,29.0,2.0,1,Grocery,,11.0,6.0,232
51748,3.0,2.0,3,Laptop & Accessory,4.0,11.0,3.0,166
51749,14.0,2.0,1,Fashion,1.0,16.0,1.0,184
51750,1.0,3.0,3,Laptop & Accessory,1.0,12.0,0.0,146
51751,0.0,3.0,3,Mobile Phone,1.0,13.0,1.0,140
51752,25.0,2.0,4,Fashion,1.0,14.0,1.0,180
51753,18.0,3.0,3,Mobile,1.0,21.0,0.0,127
51754,25.0,1.0,3,Grocery,1.0,13.0,,266
51755,15.0,3.0,3,Laptop & Accessory,1.0,11.0,1.0,146
51756,3.0,2.0,5,Laptop & Accessory,1.0,20.0,1.0,161
51757,30.0,2.0,3,Others,11.0,,1.0,296
51758,19.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,148
51759,15.0,2.0,4,Laptop & Accessory,1.0,11.0,0.0,145
51760,0.0,3.0,3,Mobile,1.0,16.0,0.0,132
51761,0.0,2.0,5,Mobile,1.0,16.0,0.0,124
51762,,2.0,3,Mobile Phone,1.0,23.0,1.0,117
51763,13.0,3.0,3,Others,1.0,14.0,,280
51764,0.0,,3,Mobile,1.0,22.0,0.0,129
51765,,2.0,3,Mobile,1.0,15.0,1.0,121
51766,2.0,3.0,4,Fashion,1.0,18.0,0.0,219
51767,0.0,3.0,4,Mobile,1.0,16.0,1.0,125
51768,0.0,2.0,4,Mobile,1.0,12.0,0.0,126
51769,3.0,3.0,3,Fashion,7.0,11.0,3.0,184
51770,30.0,2.0,4,Grocery,,12.0,1.0,241
51771,23.0,2.0,4,Grocery,15.0,15.0,,270
51772,3.0,2.0,3,Mobile,6.0,14.0,1.0,126
51773,30.0,3.0,4,Fashion,13.0,19.0,3.0,203
51774,20.0,3.0,3,Laptop & Accessory,1.0,13.0,0.0,151
51775,19.0,2.0,3,Grocery,1.0,13.0,,279
51776,8.0,2.0,5,Mobile Phone,4.0,15.0,1.0,142
51777,27.0,2.0,3,Laptop & Accessory,1.0,11.0,0.0,138
51778,7.0,,4,Mobile,5.0,12.0,3.0,128
51779,5.0,3.0,4,Fashion,1.0,19.0,0.0,191
51780,4.0,2.0,3,Fashion,1.0,25.0,0.0,206
51781,0.0,2.0,3,Fashion,,12.0,3.0,236
51782,0.0,2.0,5,Mobile,1.0,13.0,0.0,134
51783,3.0,,3,Mobile,1.0,14.0,0.0,130
51784,8.0,3.0,3,Fashion,1.0,12.0,0.0,176
51785,0.0,3.0,3,Fashion,1.0,12.0,1.0,198
51786,0.0,2.0,3,Fashion,1.0,15.0,1.0,200
51787,,3.0,3,Mobile,2.0,17.0,0.0,121
51788,9.0,2.0,3,Fashion,9.0,14.0,8.0,200
51789,0.0,3.0,4,Mobile Phone,1.0,16.0,0.0,139
51790,21.0,2.0,3,Laptop & Accessory,6.0,14.0,6.0,141
51791,28.0,2.0,3,Grocery,7.0,23.0,,268
51792,14.0,2.0,3,Laptop & Accessory,1.0,14.0,0.0,162
51793,8.0,2.0,3,Laptop & Accessory,6.0,11.0,0.0,147
51794,13.0,3.0,3,Grocery,,15.0,4.0,232
51795,12.0,2.0,3,Mobile Phone,1.0,11.0,1.0,138
51796,4.0,3.0,3,Laptop & Accessory,1.0,13.0,1.0,166
51797,15.0,2.0,3,Fashion,5.0,21.0,5.0,174
51798,18.0,3.0,3,Laptop & Accessory,3.0,19.0,3.0,148
51799,0.0,,3,Mobile,1.0,11.0,0.0,127
51800,2.0,2.0,3,Laptop & Accessory,1.0,12.0,1.0,143
51801,6.0,3.0,1,Grocery,1.0,19.0,,262
51802,4.0,2.0,4,Fashion,1.0,21.0,1.0,216
51803,,3.0,3,Mobile Phone,1.0,14.0,1.0,119
51804,13.0,2.0,5,Fashion,1.0,15.0,0.0,209
51805,14.0,3.0,4,Laptop & Accessory,1.0,17.0,0.0,168
51806,0.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,143
51807,8.0,3.0,3,Laptop & Accessory,1.0,16.0,1.0,149
51808,7.0,3.0,1,Laptop & Accessory,5.0,12.0,0.0,153
51809,0.0,3.0,5,Mobile,1.0,18.0,0.0,123
51810,10.0,2.0,3,Fashion,1.0,17.0,1.0,175
51811,19.0,2.0,3,Fashion,1.0,11.0,0.0,205
51812,14.0,3.0,3,Grocery,11.0,16.0,,266
51813,10.0,3.0,3,Fashion,7.0,13.0,1.0,188
51814,25.0,3.0,3,Laptop & Accessory,6.0,12.0,2.0,156
51815,0.0,2.0,1,Laptop & Accessory,1.0,12.0,1.0,147
51816,0.0,2.0,3,Mobile,2.0,13.0,1.0,124
51817,11.0,3.0,3,Laptop & Accessory,1.0,19.0,0.0,198
51818,10.0,3.0,3,Laptop & Accessory,4.0,12.0,4.0,164
51819,22.0,2.0,4,Others,1.0,,1.0,295
51820,0.0,,1,Mobile,1.0,11.0,0.0,127
51821,0.0,3.0,3,Laptop & Accessory,1.0,20.0,0.0,163
51822,,3.0,4,Mobile,1.0,21.0,1.0,121
51823,23.0,3.0,3,Others,10.0,11.0,,282
51824,,2.0,3,Mobile,1.0,11.0,1.0,121
51825,0.0,,3,Mobile,1.0,16.0,0.0,129
51826,,3.0,4,Mobile,1.0,18.0,1.0,120
51827,7.0,2.0,4,Mobile Phone,1.0,13.0,1.0,136
51828,0.0,2.0,3,Laptop & Accessory,1.0,17.0,0.0,142
51829,8.0,2.0,4,Laptop & Accessory,1.0,14.0,1.0,137
51830,4.0,3.0,1,Laptop & Accessory,5.0,22.0,5.0,155
51831,,3.0,4,Mobile,1.0,12.0,0.0,122
51832,10.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,196
51833,0.0,,4,Mobile,1.0,13.0,0.0,128
51834,15.0,2.0,3,Laptop & Accessory,2.0,13.0,0.0,141
51835,16.0,2.0,4,Grocery,1.0,14.0,,266
51836,11.0,2.0,3,Mobile,1.0,17.0,0.0,126
51837,16.0,3.0,3,Laptop & Accessory,4.0,13.0,1.0,157
51838,21.0,2.0,4,Grocery,,11.0,0.0,254
51839,17.0,2.0,4,Laptop & Accessory,1.0,11.0,1.0,160
51840,7.0,2.0,3,Mobile,1.0,18.0,1.0,126
51841,0.0,,3,Mobile,1.0,11.0,1.0,130
51842,0.0,2.0,3,Mobile,1.0,11.0,0.0,134
51843,17.0,2.0,3,Others,1.0,,0.0,295
51844,0.0,,3,Mobile,2.0,20.0,1.0,128
51845,6.0,2.0,3,Laptop & Accessory,1.0,12.0,0.0,171
51846,5.0,3.0,3,Laptop & Accessory,1.0,12.0,1.0,163
51847,,3.0,3,Mobile,1.0,20.0,1.0,121
51848,26.0,2.0,3,Laptop & Accessory,8.0,20.0,4.0,184
51849,7.0,,3,Mobile,8.0,12.0,1.0,127
51850,8.0,3.0,3,Laptop & Accessory,1.0,14.0,0.0,143
51851,0.0,3.0,3,Mobile Phone,1.0,13.0,0.0,56
51852,10.0,2.0,3,Fashion,7.0,15.0,7.0,194
51853,2.0,3.0,3,Laptop & Accessory,1.0,14.0,0.0,156
51854,8.0,2.0,5,Laptop & Accessory,11.0,13.0,0.0,166
51855,6.0,1.0,3,Laptop & Accessory,4.0,23.0,3.0,177
51856,27.0,2.0,3,Fashion,7.0,15.0,2.0,207
51857,9.0,2.0,4,Laptop & Accessory,1.0,11.0,0.0,188
51858,,2.0,4,Mobile,1.0,13.0,1.0,120
51859,0.0,2.0,3,Mobile Phone,1.0,11.0,1.0,110
51860,0.0,3.0,3,Mobile,9.0,11.0,5.0,133
51861,,2.0,4,Mobile Phone,1.0,18.0,1.0,113
51862,0.0,,1,Mobile,1.0,16.0,0.0,128
51863,0.0,2.0,1,Laptop & Accessory,1.0,22.0,1.0,149
51864,11.0,2.0,4,Laptop & Accessory,1.0,20.0,1.0,140
51865,2.0,,5,Mobile,2.0,18.0,0.0,127
51866,21.0,2.0,1,Laptop & Accessory,2.0,12.0,0.0,181
51867,0.0,3.0,1,Laptop & Accessory,1.0,20.0,1.0,146
51868,10.0,3.0,1,Mobile Phone,1.0,17.0,1.0,147
51869,23.0,3.0,1,Mobile,3.0,11.0,0.0,132
51870,7.0,2.0,4,Fashion,7.0,14.0,4.0,186
51871,0.0,3.0,3,Laptop & Accessory,2.0,14.0,1.0,146
51872,12.0,3.0,4,Laptop & Accessory,11.0,11.0,1.0,146
51873,5.0,2.0,3,Laptop & Accessory,1.0,12.0,1.0,154
51874,13.0,2.0,3,Laptop & Accessory,1.0,14.0,0.0,168
51875,11.0,2.0,1,Laptop & Accessory,1.0,13.0,0.0,176
51876,0.0,3.0,3,Fashion,1.0,11.0,0.0,174
51877,5.0,2.0,3,Fashion,7.0,15.0,6.0,212
51878,20.0,2.0,3,Laptop & Accessory,1.0,12.0,1.0,150
51879,13.0,2.0,4,Fashion,1.0,21.0,0.0,205
51880,26.0,2.0,1,Grocery,,19.0,0.0,248
51881,14.0,3.0,4,Others,12.0,15.0,,291
51882,30.0,2.0,3,Laptop & Accessory,2.0,14.0,2.0,154
51883,0.0,2.0,3,Fashion,1.0,21.0,0.0,188
51884,14.0,2.0,4,Others,2.0,12.0,,292
51885,23.0,2.0,3,Mobile Phone,2.0,15.0,0.0,139
51886,,3.0,5,Mobile,3.0,13.0,1.0,122
51887,9.0,3.0,1,Fashion,1.0,14.0,0.0,217
51888,11.0,2.0,3,Fashion,1.0,14.0,0.0,179
51889,17.0,2.0,5,Mobile Phone,1.0,14.0,0.0,137
51890,20.0,2.0,3,Grocery,,12.0,1.0,238
51891,3.0,3.0,3,Laptop & Accessory,7.0,23.0,2.0,153
51892,2.0,3.0,3,Mobile,1.0,11.0,1.0,126
51893,5.0,,1,Mobile,2.0,12.0,0.0,128
51894,16.0,2.0,4,Laptop & Accessory,2.0,18.0,1.0,168
51895,7.0,3.0,3,Laptop & Accessory,4.0,11.0,0.0,161
51896,0.0,2.0,3,Mobile,1.0,14.0,1.0,125
51897,12.0,2.0,1,Laptop & Accessory,3.0,15.0,0.0,164
51898,29.0,2.0,3,Grocery,1.0,11.0,0.0,211
51899,13.0,2.0,4,Mobile,2.0,20.0,0.0,123
51900,0.0,2.0,4,Laptop & Accessory,1.0,19.0,1.0,168
51901,,2.0,3,Mobile,2.0,14.0,2.0,123
51902,26.0,2.0,3,Laptop & Accessory,2.0,17.0,2.0,125
51903,8.0,3.0,3,Laptop & Accessory,1.0,11.0,1.0,151
51904,5.0,3.0,3,Laptop & Accessory,4.0,15.0,1.0,153
51905,11.0,,3,Mobile,1.0,13.0,0.0,131
51906,7.0,2.0,3,Laptop & Accessory,1.0,14.0,1.0,151
51907,25.0,2.0,4,Grocery,1.0,11.0,,269
51908,0.0,,3,Mobile,7.0,13.0,6.0,127
51909,0.0,2.0,3,Laptop & Accessory,1.0,23.0,0.0,162
51910,18.0,2.0,5,Laptop & Accessory,3.0,13.0,1.0,166
51911,0.0,3.0,1,Mobile,1.0,18.0,0.0,135
51912,10.0,3.0,1,Laptop & Accessory,1.0,12.0,0.0,164
51913,7.0,2.0,3,Laptop & Accessory,1.0,22.0,0.0,163
51914,18.0,3.0,3,Others,1.0,,1.0,299
51915,9.0,3.0,4,Fashion,1.0,15.0,0.0,176
51916,25.0,2.0,3,Mobile Phone,1.0,18.0,1.0,143
51917,0.0,3.0,5,Mobile Phone,2.0,14.0,2.0,144
51918,2.0,3.0,3,Laptop & Accessory,1.0,12.0,0.0,143
51919,0.0,2.0,4,Laptop & Accessory,1.0,17.0,0.0,153
51920,7.0,3.0,1,Mobile,1.0,16.0,1.0,133
51921,27.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,155
51922,0.0,2.0,3,Laptop & Accessory,1.0,19.0,1.0,143
51923,10.0,,3,Mobile,4.0,13.0,4.0,128
51924,11.0,3.0,1,Laptop & Accessory,4.0,12.0,0.0,160
51925,7.0,2.0,4,Mobile Phone,1.0,11.0,1.0,144
51926,8.0,3.0,3,Mobile,1.0,16.0,1.0,126
51927,3.0,2.0,5,Mobile Phone,1.0,21.0,1.0,138
51928,13.0,2.0,1,Laptop & Accessory,3.0,24.0,0.0,142
51929,7.0,3.0,3,Laptop & Accessory,1.0,17.0,1.0,165
51930,15.0,3.0,3,Others,14.0,13.0,,284
51931,,3.0,1,Mobile Phone,1.0,21.0,0.0,116
51932,0.0,,4,Mobile,1.0,11.0,0.0,127
51933,25.0,,3,Laptop & Accessory,1.0,20.0,1.0,131
51934,23.0,3.0,3,Grocery,1.0,16.0,,276
51935,0.0,2.0,4,Mobile,1.0,11.0,0.0,123
51936,6.0,2.0,3,Fashion,3.0,11.0,1.0,217
51937,0.0,3.0,3,Laptop & Accessory,1.0,15.0,1.0,153
51938,20.0,2.0,3,Grocery,3.0,11.0,,268
51939,9.0,2.0,3,Laptop & Accessory,1.0,15.0,1.0,152
51940,2.0,,1,Mobile,1.0,24.0,1.0,127
51941,20.0,2.0,3,Others,13.0,,7.0,292
51942,8.0,2.0,1,Mobile,2.0,13.0,2.0,125
51943,15.0,2.0,4,Laptop & Accessory,1.0,13.0,0.0,161
51944,0.0,2.0,3,Mobile Phone,2.0,17.0,2.0,144
51945,,2.0,3,Mobile,1.0,13.0,1.0,121
51946,5.0,3.0,4,Laptop & Accessory,6.0,12.0,5.0,162
51947,13.0,2.0,4,Laptop & Accessory,1.0,14.0,0.0,151
51948,3.0,2.0,4,Laptop & Accessory,1.0,24.0,1.0,169
51949,,3.0,4,Mobile,1.0,14.0,1.0,123
51950,15.0,3.0,3,Laptop & Accessory,7.0,13.0,5.0,144
51951,11.0,0.0,4,Laptop & Accessory,1.0,15.0,1.0,163
51952,7.0,3.0,4,Mobile,1.0,16.0,1.0,126
51953,12.0,2.0,3,Fashion,7.0,18.0,0.0,177
51954,18.0,2.0,3,Laptop & Accessory,7.0,16.0,1.0,152
51955,16.0,3.0,3,Grocery,1.0,24.0,,272
51956,0.0,2.0,4,Fashion,1.0,16.0,1.0,228
51957,8.0,2.0,3,Fashion,1.0,21.0,0.0,202
51958,1.0,2.0,3,Laptop & Accessory,7.0,20.0,6.0,148
51959,7.0,2.0,3,Mobile Phone,1.0,19.0,1.0,137
51960,0.0,2.0,4,Mobile,1.0,14.0,0.0,124
51961,,2.0,3,Mobile Phone,1.0,11.0,0.0,117
51962,24.0,3.0,3,Grocery,4.0,14.0,,263
51963,17.0,2.0,3,Laptop & Accessory,2.0,12.0,1.0,159
51964,0.0,3.0,1,Mobile,1.0,13.0,0.0,134
51965,6.0,2.0,1,Laptop & Accessory,1.0,22.0,0.0,140
51966,8.0,2.0,4,Mobile,1.0,11.0,0.0,126
51967,9.0,2.0,3,Laptop & Accessory,4.0,14.0,3.0,162
51968,5.0,3.0,3,Laptop & Accessory,1.0,11.0,0.0,144
51969,3.0,3.0,4,Mobile Phone,1.0,12.0,0.0,138
51970,26.0,3.0,4,Fashion,1.0,18.0,0.0,209
